DateTime,10RH-T,10RV-T,11RH-T,11RV-T,1RV-T,2RH-T,5RV-T,9RV-T
2026-05-01 11:04:00,0.14495,0.22473,0.18289,0.15986,0.19898,0.23097,0.36736,0.11761
2026-05-01 12:04:00,0.12278,0.1792,0.15617,0.1342,0.1963,0.22669,0.3713,0.12698
2026-05-01 13:04:00,0.16955,0.26108,0.19521,0.15497,0.18685,0.20747,0.39142,0.13719
2026-05-01 14:04:00,0.17675,0.2913,0.19057,0.14896,0.18859,0.19967,0.38857,0.13562
2026-05-01 15:04:00,0.15185,0.25524,0.22143,0.18961,0.18826,0.2104,0.37316,0.12088
2026-05-01 16:04:00,0.12544,0.21166,0.1686,0.14701,0.19468,0.23156,0.36468,0.11287
2026-05-01 17:04:00,0.14811,0.24741,0.18976,0.15112,0.19379,0.22497,0.3781,0.1193
2026-05-01 18:04:00,0.14379,0.2283,0.19689,0.16448,0.19816,0.23341,0.36853,0.11462
2026-05-01 19:04:00,0.17469,0.26308,0.19722,0.16351,0.1978,0.22526,0.38446,0.13359
2026-05-01 20:04:00,0.14355,0.226,0.22111,0.1749,0.19589,0.21968,0.37728,0.12744
2026-05-01 21:04:00,0.16654,0.28747,0.2345,0.19172,0.18962,0.22216,0.37065,0.12223
2026-05-01 22:04:00,0.14484,0.20737,0.16622,0.14838,0.19079,0.22964,0.36799,0.11307
2026-05-01 23:04:00,0.17636,0.29338,0.22674,0.18023,0.19767,0.22713,0.37579,0.12955
2026-05-02 00:04:00,0.15653,0.24315,0.22548,0.18037,0.18682,0.211,0.38338,0.13975
2026-05-02 01:04:00,0.1617,0.24476,0.17751,0.14343,0.18863,0.20671,0.38267,0.13916
2026-05-02 02:04:00,0.11582,0.19844,0.19135,0.15486,0.18651,0.2098,0.36746,0.12094
2026-05-02 03:04:00,0.16699,0.2647,0.24768,0.20797,0.18874,0.22386,0.37041,0.12091
2026-05-02 04:04:00,0.14401,0.22482,0.17445,0.14246,0.18831,0.21965,0.37942,0.12447
2026-05-02 05:04:00,0.17902,0.29031,0.2132,0.18025,0.18554,0.21377,0.38513,0.14345
2026-05-02 06:04:00,0.15258,0.22435,0.19358,0.16134,0.19405,0.21278,0.37008,0.12185
2026-05-02 07:04:00,0.15774,0.25759,0.1744,0.15943,0.19361,0.2249,0.36549,0.12132
2026-05-02 08:04:00,0.14164,0.24275,0.16678,0.13572,0.19505,0.23754,0.35638,0.11584
2026-05-02 09:04:00,0.13117,0.21591,0.15751,0.13259,0.19499,0.22651,0.3641,0.11338
2026-05-02 10:04:00,0.16126,0.24629,0.21632,0.17907,0.19893,0.22862,0.37071,0.1264
2026-05-02 11:04:00,0.13945,0.24332,0.19225,0.15168,0.19447,0.22241,0.37538,0.12616
2026-05-02 12:04:00,0.15338,0.23208,0.16764,0.12539,0.18633,0.20749,0.37575,0.1332
2026-05-02 13:04:00,0.17872,0.28928,0.21592,0.18165,0.18699,0.20185,0.37206,0.13429
2026-05-02 14:04:00,0.16022,0.2649,0.20653,0.16503,0.18917,0.21266,0.37867,0.12686
2026-05-02 15:04:00,0.10923,0.20096,0.13848,0.12373,0.18566,0.21987,0.36552,0.12037
2026-05-02 16:04:00,0.16231,0.23941,0.21022,0.18902,0.18499,0.21513,0.38014,0.12995
2026-05-02 17:04:00,0.12126,0.20329,0.16298,0.13696,0.18795,0.20754,0.37981,0.12414
2026-05-02 18:04:00,0.11844,0.20199,0.14627,0.13725,0.19375,0.22333,0.35749,0.111
2026-05-02 19:04:00,0.11398,0.19481,0.14475,0.14052,0.1904,0.22905,0.36169,0.1167
2026-05-02 20:04:00,0.13687,0.19155,0.18149,0.13628,0.17399,0.20824,0.3882,0.13157
2026-05-02 21:04:00,0.14289,0.22657,0.18549,0.14298,0.17419,0.19539,0.3871,0.13271
2026-05-02 22:04:00,0.16262,0.2553,0.17434,0.14464,0.18007,0.19259,0.36777,0.12287
2026-05-02 23:04:00,0.13248,0.20597,0.16627,0.13278,0.18135,0.20265,0.36897,0.11929
2026-05-03 00:04:00,0.10663,0.18961,0.15399,0.1306,0.18216,0.20616,0.37066,0.11783
2026-05-03 01:04:00,0.13466,0.24106,0.1687,0.13134,0.1861,0.21467,0.36698,0.12362
2026-05-03 02:04:00,0.11111,0.17472,0.16662,0.14527,0.19782,0.2441,0.34978,0.11383
2026-05-03 03:04:00,0.11672,0.20037,0.16371,0.17354,0.19874,0.23504,0.35265,0.11142
2026-05-03 04:04:00,0.13321,0.24083,0.1792,0.15811,0.19279,0.22957,0.36884,0.11745
2026-05-03 05:04:00,0.13741,0.21511,0.19524,0.15732,0.18805,0.21759,0.37814,0.1348
2026-05-03 06:04:00,0.15834,0.25054,0.18606,0.15236,0.17612,0.19944,0.39039,0.13721
2026-05-03 07:04:00,0.16543,0.28581,0.18078,0.14501,0.17135,0.19222,0.39346,0.13837
2026-05-03 08:04:00,0.15041,0.2499,0.17933,0.15851,0.18588,0.21636,0.37043,0.12125
2026-05-03 09:04:00,0.14075,0.20851,0.16906,0.15668,0.19382,0.2331,0.36572,0.12142
2026-05-03 10:04:00,0.12008,0.1764,0.17191,0.14557,0.18992,0.22758,0.36798,0.11232
2026-05-03 11:04:00,0.13608,0.21519,0.16498,0.13013,0.19589,0.2217,0.36655,0.11615
2026-05-03 12:04:00,0.16198,0.23075,0.19534,0.15217,0.19188,0.21844,0.37329,0.13948
2026-05-03 13:04:00,0.16681,0.28555,0.21023,0.17002,0.18907,0.21206,0.37973,0.13394
2026-05-03 14:04:00,0.1551,0.24039,0.18946,0.14797,0.18893,0.20785,0.38289,0.13087
2026-05-03 15:04:00,0.16394,0.26508,0.20114,0.17057,0.18502,0.20721,0.37228,0.12618
2026-05-03 16:04:00,0.14254,0.22368,0.17193,0.14663,0.18783,0.21,0.37801,0.12721
2026-05-03 17:04:00,0.141,0.2102,0.19222,0.15764,0.19411,0.21487,0.37785,0.12463
2026-05-03 18:04:00,0.13818,0.20452,0.18033,0.16182,0.19504,0.21502,0.36917,0.11632
2026-05-03 19:04:00,0.15804,0.24838,0.1468,0.11034,0.18726,0.21239,0.37268,0.12566
2026-05-03 20:04:00,0.14691,0.21351,0.16086,0.13422,0.18712,0.21365,0.36981,0.12334
2026-05-03 21:04:00,0.14406,0.22276,0.15133,0.13382,0.18517,0.20796,0.36596,0.12213
2026-05-03 22:04:00,0.15347,0.2324,0.16363,0.14283,0.19001,0.2071,0.36322,0.12227
2026-05-03 23:04:00,0.16885,0.24602,0.20655,0.17386,0.18396,0.2044,0.36801,0.12499
2026-05-04 00:04:00,0.11986,0.16616,0.1567,0.14155,0.18873,0.21099,0.36318,0.11301
2026-05-04 01:04:00,0.12998,0.20806,0.17425,0.14393,0.19786,0.22346,0.36282,0.12285
2026-05-04 02:04:00,0.11729,0.22691,0.17486,0.14149,0.19866,0.23508,0.35386,0.11581
2026-05-04 03:04:00,0.13391,0.21767,0.15175,0.13509,0.19827,0.2322,0.36607,0.11233
2026-05-04 04:04:00,0.14578,0.21273,0.17516,0.14091,0.18889,0.22149,0.37869,0.12498
2026-05-04 05:04:00,0.16337,0.2266,0.16812,0.13578,0.18504,0.21345,0.38083,0.13162
2026-05-04 06:04:00,0.15709,0.23787,0.18403,0.14545,0.17586,0.20661,0.38497,0.14067
2026-05-04 07:04:00,0.14228,0.24855,0.15716,0.13564,0.17978,0.19749,0.37417,0.1329
2026-05-04 08:04:00,0.09829,0.2084,0.16848,0.14447,0.19412,0.25174,0.33838,0.11516
2026-05-04 09:04:00,0.14344,0.23939,0.17545,0.15089,0.1985,0.23253,0.36914,0.11654
2026-05-04 10:04:00,0.11586,0.20366,0.20232,0.14528,0.19971,0.23407,0.35719,0.11482
2026-05-04 11:04:00,0.12147,0.2128,0.17954,0.1406,0.19904,0.23204,0.36554,0.11207
2026-05-04 12:04:00,0.15029,0.26433,0.16975,0.1467,0.19549,0.22441,0.37867,0.13145
2026-05-04 13:04:00,0.14307,0.23651,0.16111,0.14214,0.19292,0.21681,0.37861,0.12762
2026-05-04 14:04:00,0.12091,0.2019,0.16147,0.13606,0.19328,0.2158,0.36986,0.11741
2026-05-04 15:04:00,0.138,0.22928,0.16998,0.1507,0.18909,0.21856,0.37026,0.11492
2026-05-04 16:04:00,0.12962,0.23089,0.17364,0.14643,0.1928,0.21978,0.38104,0.12936
2026-05-04 17:04:00,0.15365,0.21711,0.17695,0.15208,0.19182,0.20797,0.37963,0.12987
2026-05-04 18:04:00,0.1911,0.32022,0.21295,0.17386,0.1966,0.21329,0.37948,0.13685
2026-05-04 19:04:00,0.14785,0.25873,0.15916,0.12731,0.19493,0.2286,0.35155,0.11273
2026-05-04 20:04:00,0.17343,0.26696,0.23817,0.19451,0.19099,0.22401,0.37632,0.13163
2026-05-04 21:04:00,0.11618,0.20094,0.16709,0.13393,0.18987,0.22038,0.3731,0.13551
2026-05-04 22:04:00,0.19734,0.28365,0.21326,0.15922,0.17978,0.20543,0.37693,0.14078
2026-05-04 23:04:00,0.17118,0.25762,0.20376,0.1655,0.18858,0.20317,0.37986,0.13344
2026-05-05 00:04:00,0.11764,0.19567,0.15753,0.12718,0.19091,0.21792,0.35942,0.11361
2026-05-05 01:04:00,0.17556,0.26683,0.19578,0.16276,0.19233,0.22094,0.36795,0.12975
2026-05-05 02:04:00,0.15332,0.2327,0.19969,0.15279,0.18564,0.21447,0.37973,0.1331
2026-05-05 03:04:00,0.14856,0.20024,0.18897,0.15916,0.18073,0.20634,0.39027,0.13964
2026-05-05 04:04:00,0.1485,0.2462,0.19267,0.16016,0.16886,0.19491,0.38746,0.13421
2026-05-05 05:04:00,0.1235,0.17147,0.13393,0.12017,0.18388,0.20523,0.37214,0.11706
2026-05-05 06:04:00,0.14625,0.23336,0.18499,0.15915,0.17763,0.20061,0.38285,0.13724
2026-05-05 07:04:00,0.1297,0.22519,0.16745,0.12835,0.17855,0.19857,0.37598,0.13239
2026-05-05 08:04:00,0.11462,0.18167,0.163,0.13792,0.18659,0.20242,0.36695,0.12597
2026-05-05 09:04:00,0.11118,0.14652,0.1421,0.12064,0.19325,0.22651,0.35851,0.11888
2026-05-05 10:04:00,0.16262,0.22155,0.18934,0.16306,0.19662,0.22576,0.36913,0.12313
2026-05-05 11:04:00,0.01063,0.00637,0.01389,0.01468,0.02288,0.01811,0.00587,0.01889
2026-05-05 12:04:00,0.01302,0.00677,0.01527,0.01431,0.03276,0.02475,0.00924,0.0185
2026-05-05 13:04:00,0.16883,0.27232,0.24361,0.19617,0.17555,0.18656,0.36773,0.13478
2026-05-05 14:04:00,0.13653,0.21419,0.16489,0.15116,0.18471,0.20237,0.35363,0.11723
2026-05-05 15:04:00,0.15868,0.24922,0.1776,0.14652,0.17988,0.20777,0.36717,0.1311
2026-05-05 16:04:00,0.16627,0.24305,0.19136,0.16181,0.18284,0.20853,0.36351,0.12506
2026-05-05 17:04:00,0.14197,0.19978,0.19258,0.15936,0.18862,0.20821,0.36918,0.13285
2026-05-05 18:04:00,0.1396,0.20378,0.18658,0.16184,0.18638,0.20424,0.36801,0.11923
2026-05-05 19:04:00,0.16947,0.2927,0.20668,0.17879,0.18701,0.21569,0.36487,0.12573
2026-05-05 20:04:00,0.12392,0.2043,0.19287,0.16244,0.18407,0.2091,0.37382,0.13028
2026-05-05 21:04:00,0.17254,0.32245,0.22148,0.17628,0.18106,0.20301,0.37288,0.13213
2026-05-05 22:04:00,0.14038,0.23556,0.20565,0.17171,0.18865,0.20709,0.37428,0.12528
2026-05-05 23:04:00,0.16247,0.24994,0.19016,0.15969,0.1818,0.20188,0.37741,0.13395
2026-05-06 00:04:00,0.13305,0.22183,0.1635,0.1449,0.18417,0.20166,0.36755,0.12319
2026-05-06 01:04:00,0.12451,0.18352,0.14996,0.14171,0.18128,0.19962,0.37342,0.12673
2026-05-06 02:04:00,0.19065,0.31825,0.2165,0.18396,0.18517,0.20193,0.37705,0.13948
2026-05-06 03:04:00,0.15754,0.23267,0.18865,0.15483,0.18593,0.19996,0.37248,0.13544
2026-05-06 04:04:00,0.15871,0.25082,0.21366,0.1718,0.18007,0.19987,0.37606,0.13564
2026-05-06 05:04:00,0.16582,0.26609,0.20454,0.16706,0.18365,0.2032,0.37005,0.13885
2026-05-06 06:04:00,0.14924,0.22908,0.18591,0.14447,0.1854,0.20387,0.36838,0.13726
2026-05-06 07:04:00,0.13479,0.22547,0.18749,0.15545,0.18729,0.20649,0.37622,0.12233
2026-05-06 08:04:00,0.14102,0.19675,0.17792,0.15788,0.18466,0.21598,0.35893,0.11633
2026-05-06 09:04:00,0.14094,0.23731,0.17939,0.15555,0.18814,0.21483,0.36539,0.12371
2026-05-06 10:04:00,0.15846,0.25397,0.18966,0.15015,0.18905,0.21804,0.37715,0.12714
2026-05-06 11:04:00,0.11465,0.19266,0.14708,0.11484,0.18381,0.21325,0.3773,0.11484
2026-05-06 12:04:00,0.16296,0.26792,0.19153,0.1585,0.18405,0.2095,0.37281,0.12365
2026-05-06 13:04:00,0.16266,0.25096,0.19202,0.15271,0.18924,0.21583,0.37282,0.12321
2026-05-06 14:04:00,0.14296,0.22739,0.19331,0.15282,0.19,0.21895,0.37544,0.11628
2026-05-06 15:04:00,0.16064,0.25116,0.17823,0.14913,0.18331,0.21294,0.3727,0.11988
2026-05-06 16:04:00,0.18258,0.26918,0.18813,0.14026,0.18645,0.21199,0.37388,0.12905
2026-05-06 17:04:00,0.18552,0.25921,0.21631,0.17696,0.19124,0.20593,0.38175,0.1418
2026-05-06 18:04:00,0.1605,0.235,0.21452,0.18217,0.20049,0.22405,0.37642,0.13
2026-05-06 19:04:00,0.1332,0.20603,0.15563,0.12555,0.18998,0.22398,0.36633,0.11421
2026-05-06 20:04:00,0.17266,0.28622,0.23271,0.17804,0.19285,0.21704,0.37292,0.13578
2026-05-06 21:04:00,0.13231,0.21711,0.18901,0.1514,0.1822,0.20381,0.38477,0.13255
2026-05-06 22:04:00,0.17382,0.27714,0.18657,0.16597,0.1854,0.19675,0.36558,0.12504
2026-05-06 23:04:00,0.12293,0.21208,0.19956,0.18525,0.19085,0.20822,0.36084,0.11716
2026-05-07 00:04:00,0.14014,0.21617,0.21691,0.1794,0.18765,0.21178,0.38431,0.13987
2026-05-07 01:04:00,0.17288,0.29463,0.19892,0.16618,0.18583,0.20424,0.37686,0.13117
2026-05-07 02:04:00,0.17656,0.27018,0.21063,0.17426,0.17747,0.19824,0.38787,0.14235
2026-05-07 03:04:00,0.16311,0.23208,0.19003,0.16122,0.17954,0.19611,0.38316,0.13982
2026-05-07 04:04:00,0.13178,0.23641,0.16909,0.13606,0.18685,0.20618,0.37096,0.11603
2026-05-07 05:04:00,0.12085,0.17131,0.1682,0.14215,0.18921,0.21292,0.3698,0.11535
2026-05-07 06:04:00,0.16738,0.26159,0.21051,0.1753,0.19045,0.21654,0.38026,0.12899
2026-05-07 07:04:00,0.14977,0.27438,0.16542,0.12754,0.19158,0.21948,0.37372,0.11787
2026-05-07 08:04:00,0.14495,0.22551,0.19328,0.16979,0.19845,0.22358,0.3634,0.11625
2026-05-07 09:04:00,0.1517,0.25666,0.19477,0.15114,0.19854,0.22782,0.37063,0.1202
2026-05-07 10:04:00,0.13649,0.22855,0.19555,0.15351,0.19645,0.22706,0.36414,0.1133
2026-05-07 11:04:00,0.1325,0.22286,0.18881,0.16968,0.20273,0.22488,0.37728,0.13208
2026-05-07 12:04:00,0.17564,0.26597,0.19546,0.17376,0.19432,0.2169,0.3749,0.13623
2026-05-07 13:04:00,0.14728,0.25029,0.23571,0.18347,0.19237,0.21299,0.3766,0.125
2026-05-07 14:04:00,0.14168,0.22694,0.18217,0.15238,0.1899,0.21627,0.3781,0.12996
2026-05-07 15:04:00,0.16488,0.22788,0.17437,0.13995,0.19008,0.20958,0.38625,0.13821
2026-05-07 16:04:00,0.13471,0.18223,0.17287,0.14176,0.18053,0.20403,0.38618,0.13423
2026-05-07 17:04:00,0.1448,0.20538,0.19788,0.15415,0.17928,0.20186,0.38426,0.13369
2026-05-07 18:04:00,0.12473,0.19771,0.18571,0.14319,0.19214,0.20086,0.37376,0.12923
2026-05-07 19:04:00,0.139,0.21515,0.18264,0.1323,0.1932,0.21654,0.36777,0.11741
2026-05-07 20:04:00,0.12789,0.21591,0.19976,0.16789,0.19096,0.21454,0.37863,0.13595
2026-05-07 21:04:00,0.12116,0.18356,0.16587,0.12481,0.18276,0.20506,0.3787,0.12784
2026-05-07 22:04:00,0.15929,0.22032,0.20228,0.15889,0.18344,0.20665,0.37985,0.13378
2026-05-07 23:04:00,0.14309,0.20927,0.19396,0.16166,0.18358,0.20002,0.37858,0.13381
2026-05-08 00:04:00,0.12983,0.22038,,0.16407,0.18985,0.22173,0.35885,0.11339
2026-05-08 01:04:00,0.15331,0.24194,,0.14846,0.18382,0.20901,0.37461,0.12643
2026-05-08 02:04:00,0.1636,0.23001,,0.14471,0.19356,0.21244,0.37556,0.13188
2026-05-08 03:04:00,0.15608,0.22454,,0.17226,0.19333,0.21368,0.38162,0.13369
2026-05-08 04:04:00,0.149,0.24095,,0.16709,0.19026,0.20889,0.37241,0.12454
2026-05-08 05:04:00,0.11419,0.18983,,0.14284,0.1866,0.20865,0.36534,0.11746
2026-05-08 06:04:00,0.13058,0.21039,,0.14311,0.19032,0.21584,0.36633,0.11602
2026-05-08 07:04:00,0.1335,0.21528,,0.13195,0.18389,0.21083,0.3771,0.12468
2026-05-08 08:04:00,0.14117,0.18505,,0.15088,0.18728,0.20592,0.37298,0.11935
2026-05-08 09:04:00,0.14557,0.18631,,0.13981,0.18676,0.20743,0.38736,0.14054
2026-05-08 10:04:00,0.15488,0.25715,,0.16592,0.19207,0.21106,0.37518,0.13696
2026-05-08 11:04:00,0.14444,0.23421,,0.13263,0.19384,0.21486,0.38642,0.13768
2026-05-08 12:04:00,0.12597,0.19131,,0.10819,0.19235,0.21103,0.37572,0.12565
2026-05-08 13:04:00,0.18303,0.26389,,0.1634,0.18871,0.20956,0.38791,0.13849
2026-05-08 14:04:00,0.12981,0.19835,,0.15597,0.18755,0.20897,0.38373,0.13059
2026-05-08 15:04:00,0.16834,0.29554,,0.18017,0.18672,0.20192,0.37733,0.132
2026-05-08 16:04:00,0.12353,0.21042,,0.122,0.19135,0.2104,0.37028,0.12624
2026-05-08 17:04:00,0.12259,0.19357,,0.13431,0.1837,0.21118,0.36917,0.12086
2026-05-08 18:04:00,0.14892,0.26563,,0.16143,0.18663,0.20921,0.3897,0.13426
2026-05-08 19:04:00,0.15743,0.2351,,0.17517,0.18176,0.19845,0.38513,0.1411
2026-05-08 20:04:00,0.13927,0.21054,,0.15632,0.1882,0.20546,0.37126,0.12322
2026-05-08 21:04:00,0.15857,0.24686,,0.16594,0.18236,0.20563,0.37746,0.13185
2026-05-08 22:04:00,0.14878,0.24079,,0.19689,0.18166,0.19961,0.3824,0.13586
2026-05-08 23:04:00,0.18075,0.31099,,0.19113,0.18225,0.19525,0.37862,0.13674
2026-05-09 00:04:00,0.18475,0.26159,,0.17002,0.17905,0.19823,0.38104,0.13408
2026-05-09 01:04:00,0.17668,0.25694,,0.17279,0.18425,0.202,0.37483,0.13751
2026-05-09 02:04:00,0.14766,0.22505,,0.16265,0.18228,0.2005,0.3841,0.13335
2026-05-09 03:04:00,0.14855,0.23007,,0.1406,0.18266,0.1929,0.38284,0.1338
2026-05-09 04:04:00,0.12722,0.24356,,0.13511,0.17853,0.19188,0.37155,0.1264
2026-05-09 05:04:00,0.16686,0.26298,,0.1541,0.17643,0.18843,0.36308,0.12923
2026-05-09 06:04:00,0.18054,0.23882,,0.13802,0.17702,0.19146,0.3688,0.13711
2026-05-09 07:04:00,0.16257,0.24566,,0.16389,0.17172,0.17999,0.38096,0.14663
2026-05-09 08:04:00,0.19559,0.29094,,0.15924,0.17727,0.18547,0.36475,0.13865
2026-05-09 09:04:00,0.127,0.19421,,0.14698,0.17771,0.19116,0.36417,0.12328
2026-05-09 10:04:00,0.13293,0.21962,,0.15007,0.18029,0.194,0.3724,0.12841
2026-05-09 11:04:00,0.18242,0.30125,,0.15242,0.18663,0.2054,0.36365,0.12696
2026-05-09 12:04:00,0.1642,0.25991,,0.16958,0.19102,0.20903,0.36832,0.13012
2026-05-09 13:04:00,0.15863,0.23827,,0.16451,0.19041,0.20599,0.37126,0.13866
2026-05-09 14:04:00,0.13227,0.24804,,0.14232,0.19161,0.21463,0.35171,0.12118
2026-05-09 15:04:00,0.15251,0.22219,,0.1722,0.19358,0.22591,0.36346,0.1106
2026-05-09 16:04:00,0.16221,0.25117,,0.18228,0.19332,0.22129,0.37289,0.13397
2026-05-09 17:04:00,0.14615,0.21392,,0.14239,0.19041,0.21468,0.37627,0.13043
2026-05-09 18:04:00,0.16561,0.25868,,0.15265,0.18741,0.21034,0.37237,0.12507
2026-05-09 19:04:00,0.12455,0.21736,,0.14742,0.18537,0.20722,0.36341,0.12045
2026-05-09 20:04:00,0.15848,0.2505,,0.18306,0.18721,0.20936,0.3793,0.13767
2026-05-09 21:04:00,0.1322,0.21473,,0.14038,0.18485,0.20998,0.37437,0.1253
2026-05-09 22:04:00,0.13603,0.21457,,0.13741,0.18328,0.19942,0.3705,0.12268
2026-05-09 23:04:00,0.14908,0.25718,,0.18908,0.18826,0.20808,0.3688,0.12646
2026-05-10 00:04:00,0.16087,0.22968,,0.19801,0.19202,0.20757,0.36555,0.12227
2026-05-10 01:04:00,0.14038,0.21888,,0.16295,0.18873,0.21493,0.3717,0.11815
2026-05-10 02:04:00,0.13667,0.22075,,0.1428,0.19022,0.20949,0.38302,0.13232
2026-05-10 03:04:00,0.14655,0.23564,,0.16389,0.18971,0.20589,0.37007,0.12677
2026-05-10 04:04:00,0.12775,0.20376,,0.15574,0.18446,0.2032,0.38339,0.12565
2026-05-10 05:04:00,0.15842,0.25158,,0.14051,0.18543,0.2019,0.37118,0.12374
2026-05-10 06:04:00,0.16938,0.25304,,0.2074,0.18582,0.20309,0.38162,0.13185
2026-05-10 07:04:00,0.1616,0.26139,,0.16314,0.18693,0.20269,0.37764,0.13429
2026-05-10 08:04:00,0.14902,0.21578,,0.1533,0.1786,0.19413,0.37506,0.13121
2026-05-10 09:04:00,0.15636,0.21101,,0.15142,0.18123,0.19646,0.37773,0.1332
2026-05-10 10:04:00,0.16791,0.27212,,0.13214,0.17746,0.19702,0.37878,0.14109
2026-05-10 11:04:00,0.12359,0.21053,,0.14941,0.18297,0.19842,0.37277,0.13074
2026-05-10 12:04:00,0.16999,0.24857,,0.15432,0.19041,0.20759,0.37365,0.13963
2026-05-10 13:04:00,0.17958,0.28501,,0.16257,0.18386,0.20287,0.37064,0.14206
2026-05-10 14:04:00,0.1367,0.20167,,0.14134,0.17354,0.19844,0.37968,0.1307
2026-05-10 15:04:00,0.1603,0.23805,,0.15337,0.18593,0.20257,0.38223,0.13531
2026-05-10 16:04:00,0.15558,0.25834,,0.17043,0.18983,0.20634,0.37456,0.1279
2026-05-10 17:04:00,0.12896,0.24116,,0.15103,0.18895,0.21832,0.36789,0.1243
2026-05-10 18:04:00,0.18845,0.27845,,0.15787,0.18556,0.21016,0.36933,0.12851
2026-05-10 19:04:00,0.15866,0.27259,,0.17428,0.18665,0.20906,0.37084,0.12835
2026-05-10 20:04:00,0.13715,0.23438,,0.16868,0.17682,0.20093,0.37528,0.13972
2026-05-10 21:04:00,0.1868,0.27829,,0.15579,0.18061,0.19611,0.3743,0.14254
2026-05-10 22:04:00,0.13623,0.22102,,0.12651,0.18338,0.19997,0.3702,0.12477
2026-05-10 23:04:00,0.13808,0.26009,,0.14022,0.18243,0.19902,0.38065,0.13532
2026-05-11 00:04:00,0.14429,0.22539,,0.17219,0.18878,0.20775,0.37591,0.13543
2026-05-11 01:04:00,0.16981,0.26988,,0.14078,0.1827,0.20732,0.38072,0.13595
2026-05-11 02:04:00,0.17909,0.28069,,0.16566,0.1808,0.20402,0.37713,0.14056
2026-05-11 03:04:00,0.11788,0.18555,,0.1262,0.18323,0.20363,0.3698,0.1282
2026-05-11 04:04:00,0.18616,0.25886,,0.14973,0.18054,0.2024,0.36755,0.13541
2026-05-11 05:04:00,0.1436,0.25117,,0.14841,0.18214,0.20587,0.37845,0.13052
2026-05-11 06:04:00,0.16936,0.26613,,0.16896,0.18344,0.2019,0.37554,0.13702
2026-05-11 07:04:00,0.15229,0.24322,,0.16977,0.18681,0.20498,0.37886,0.14076
2026-05-11 08:04:00,0.14114,0.20617,,0.1393,0.18932,0.20813,0.35828,0.12049
